Domain Code,Domain,Area Code (M49),Area,Element Code,Element,Item Code (FBS),Item,Year Code,Year,Unit,Value,Flag,Flag Description,Note
"FBS","Food Balances (2010-)","001","World","671","Protein supply quantity (t)","S2923","Spices","2020","2020","t","1348341.94","E","Estimated value",""
"FBS","Food Balances (2010-)","001","World","684","Fat supply quantity (g/capita/day)","S2923","Spices","2020","2020","g/cap/d","0.4","E","Estimated value",""
"FBS","Food Balances (2010-)","001","World","681","Fat supply quantity (t)","S2923","Spices","2020","2020","t","1130018.21","E","Estimated value",""
"FBS","Food Balances (2010-)","001","World","5511","Production","S2923","Spices","2021","2021","1000 t","17082","E","Estimated value",""
"FBS","Food Balances (2010-)","001","World","5611","Import quantity","S2923","Spices","2021","2021","1000 t","4348","E","Estimated value",""
"FBS","Food Balances (2010-)","001","World","5072","Stock Variation","S2923","Spices","2021","2021","1000 t","1670","E","Estimated value",""
"FBS","Food Balances (2010-)","001","World","5911","Export quantity","S2923","Spices","2021","2021","1000 t","4537","E","Estimated value",""
"FBS","Food Balances (2010-)","001","World","5301","Domestic supply quantity","S2923","Spices","2021","2021","1000 t","15222","E","Estimated value",""
"FBS","Food Balances (2010-)","001","World","5521","Feed","S2923","Spices","2021","2021","1000 t","0","E","Estimated value",""
"FBS","Food Balances (2010-)","001","World","5527","Seed","S2923","Spices","2021","2021","1000 t","0","E","Estimated value",""
"FBS","Food Balances (2010-)","001","World","5123","Losses","S2923","Spices","2021","2021","1000 t","913","E","Estimated value",""
"FBS","Food Balances (2010-)","001","World","5154","Other uses (non-food)","S2923","Spices","2021","2021","1000 t","297","E","Estimated value",""
"FBS","Food Balances (2010-)","001","World","5171","Tourist consumption","S2923","Spices","2021","2021","1000 t","0","E","Estimated value",""
"FBS","Food Balances (2010-)","001","World","5170","Residuals","S2923","Spices","2021","2021","1000 t","-188","E","Estimated value",""
"FBS","Food Balances (2010-)","001","World","5142","Food","S2923","Spices","2021","2021","1000 t","14200","E","Estimated value",""
"FBS","Food Balances (2010-)","001","World","645","Food supply quantity (kg/capita/yr)","S2923","Spices","2021","2021","kg/cap","1.8","E","Estimated value",""
"FBS","Food Balances (2010-)","001","World","664","Food supply (kcal/capita/day)","S2923","Spices","2021","2021","kcal/cap/d","14","E","Estimated value",""
"FBS","Food Balances (2010-)","001","World","661","Food supply (kcal)","S2923","Spices","2021","2021","million Kcal","40386887.31","E","Estimated value",""
"FBS","Food Balances (2010-)","001","World","674","Protein supply quantity (g/capita/day)","S2923","Spices","2021","2021","g/cap/d","0.53","E","Estimated value",""
"FBS","Food Balances (2010-)","001","World","671","Protein supply quantity (t)","S2923","Spices","2021","2021","t","1514202.98","E","Estimated value",""
"FBS","Food Balances (2010-)","001","World","684","Fat supply quantity (g/capita/day)","S2923","Spices","2021","2021","g/cap/d","0.45","E","Estimated value",""
"FBS","Food Balances (2010-)","001","World","681","Fat supply quantity (t)","S2923","Spices","2021","2021","t","1292034.27","E","Estimated value",""
"FBS","Food Balances (2010-)","001","World","5511","Production","S2923","Spices","2022","2022","1000 t","17128","E","Estimated value",""
"FBS","Food Balances (2010-)","001","World","5611","Import quantity","S2923","Spices","2022","2022","1000 t","4065","E","Estimated value",""
"FBS","Food Balances (2010-)","001","World","5072","Stock Variation","S2923","Spices","2022","2022","1000 t","1625","E","Estimated value",""
"FBS","Food Balances (2010-)","001","World","5911","Export quantity","S2923","Spices","2022","2022","1000 t","4064","E","Estimated value",""
"FBS","Food Balances (2010-)","001","World","5301","Domestic supply quantity","S2923","Spices","2022","2022","1000 t","15504","E","Estimated value",""
"FBS","Food Balances (2010-)","001","World","5521","Feed","S2923","Spices","2022","2022","1000 t","0","E","Estimated value",""
"FBS","Food Balances (2010-)","001","World","5527","Seed","S2923","Spices","2022","2022","1000 t","0","E","Estimated value",""
"FBS","Food Balances (2010-)","001","World","5123","Losses","S2923","Spices","2022","2022","1000 t","917","E","Estimated value",""
"FBS","Food Balances (2010-)","001","World","5154","Other uses (non-food)","S2923","Spices","2022","2022","1000 t","320","E","Estimated value",""
"FBS","Food Balances (2010-)","001","World","5171","Tourist consumption","S2923","Spices","2022","2022","1000 t","40","E","Estimated value",""
"FBS","Food Balances (2010-)","001","World","5170","Residuals","S2923","Spices","2022","2022","1000 t","-194","E","Estimated value",""
"FBS","Food Balances (2010-)","001","World","5142","Food","S2923","Spices","2022","2022","1000 t","14422","E","Estimated value",""
"FBS","Food Balances (2010-)","001","World","645","Food supply quantity (kg/capita/yr)","S2923","Spices","2022","2022","kg/cap","1.81","E","Estimated value",""
"FBS","Food Balances (2010-)","001","World","664","Food supply (kcal/capita/day)","S2923","Spices","2022","2022","kcal/cap/d","14","E","Estimated value",""
"FBS","Food Balances (2010-)","001","World","661","Food supply (kcal)","S2923","Spices","2022","2022","million Kcal","41086176.8","E","Estimated value",""
"FBS","Food Balances (2010-)","001","World","674","Protein supply quantity (g/capita/day)","S2923","Spices","2022","2022","g/cap/d","0.53","E","Estimated value",""
"FBS","Food Balances (2010-)","001","World","671","Protein supply quantity (t)","S2923","Spices","2022","2022","t","1541024.4","E","Estimated value",""
"FBS","Food Balances (2010-)","001","World","684","Fat supply quantity (g/capita/day)","S2923","Spices","2022","2022","g/cap/d","0.45","E","Estimated value",""
"FBS","Food Balances (2010-)","001","World","681","Fat supply quantity (t)","S2923","Spices","2022","2022","t","1312220.57","E","Estimated value",""
"FBS","Food Balances (2010-)","001","World","5511","Production","S2645","Spices, Other","2010","2010","1000 t","5298","E","Estimated value",""
"FBS","Food Balances (2010-)","001","World","5611","Import quantity","S2645","Spices, Other","2010","2010","1000 t","1213","E","Estimated value",""
"FBS","Food Balances (2010-)","001","World","5072","Stock Variation","S2645","Spices, Other","2010","2010","1000 t","-380","E","Estimated value",""
"FBS","Food Balances (2010-)","001","World","5911","Export quantity","S2645","Spices, Other","2010","2010","1000 t","1291","E","Estimated value",""
"FBS","Food Balances (2010-)","001","World","5301","Domestic supply quantity","S2645","Spices, Other","2010","2010","1000 t","5599","E","Estimated value",""
"FBS","Food Balances (2010-)","001","World","5527","Seed","S2645","Spices, Other","2010","2010","1000 t","0","E","Estimated value",""
"FBS","Food Balances (2010-)","001","World","5123","Losses","S2645","Spices, Other","2010","2010","1000 t","293","E","Estimated value",""
"FBS","Food Balances (2010-)","001","World","5154","Other uses (non-food)","S2645","Spices, Other","2010","2010","1000 t","110","E","Estimated value",""
"FBS","Food Balances (2010-)","001","World","5171","Tourist consumption","S2645","Spices, Other","2010","2010","1000 t","37","E","Estimated value",""
"FBS","Food Balances (2010-)","001","World","5170","Residuals","S2645","Spices, Other","2010","2010","1000 t","-41","E","Estimated value",""
"FBS","Food Balances (2010-)","001","World","5142","Food","S2645","Spices, Other","2010","2010","1000 t","5201","E","Estimated value",""
"FBS","Food Balances (2010-)","001","World","645","Food supply quantity (kg/capita/yr)","S2645","Spices, Other","2010","2010","kg/cap","0.75","E","Estimated value",""
"FBS","Food Balances (2010-)","001","World","664","Food supply (kcal/capita/day)","S2645","Spices, Other","2010","2010","kcal/cap/d","5.53","E","Estimated value",""
"FBS","Food Balances (2010-)","001","World","661","Food supply (kcal)","S2645","Spices, Other","2010","2010","million Kcal","13945311.75","E","Estimated value",""
"FBS","Food Balances (2010-)","001","World","674","Protein supply quantity (g/capita/day)","S2645","Spices, Other","2010","2010","g/cap/d","0.19","E","Estimated value",""
"FBS","Food Balances (2010-)","001","World","671","Protein supply quantity (t)","S2645","Spices, Other","2010","2010","t","490079.58","E","Estimated value",""
"FBS","Food Balances (2010-)","001","World","684","Fat supply quantity (g/capita/day)","S2645","Spices, Other","2010","2010","g/cap/d","0.16","E","Estimated value",""
"FBS","Food Balances (2010-)","001","World","681","Fat supply quantity (t)","S2645","Spices, Other","2010","2010","t","401944.63","E","Estimated value",""
"FBS","Food Balances (2010-)","001","World","5511","Production","S2645","Spices, Other","2011","2011","1000 t","6428","E","Estimated value",""
"FBS","Food Balances (2010-)","001","World","5611","Import quantity","S2645","Spices, Other","2011","2011","1000 t","1394","E","Estimated value",""
"FBS","Food Balances (2010-)","001","World","5072","Stock Variation","S2645","Spices, Other","2011","2011","1000 t","82","E","Estimated value",""
"FBS","Food Balances (2010-)","001","World","5911","Export quantity","S2645","Spices, Other","2011","2011","1000 t","1460","E","Estimated value",""
"FBS","Food Balances (2010-)","001","World","5301","Domestic supply quantity","S2645","Spices, Other","2011","2011","1000 t","6280","E","Estimated value",""
"FBS","Food Balances (2010-)","001","World","5527","Seed","S2645","Spices, Other","2011","2011","1000 t","0","E","Estimated value",""
"FBS","Food Balances (2010-)","001","World","5123","Losses","S2645","Spices, Other","2011","2011","1000 t","347","E","Estimated value",""
"FBS","Food Balances (2010-)","001","World","5154","Other uses (non-food)","S2645","Spices, Other","2011","2011","1000 t","125","E","Estimated value",""
"FBS","Food Balances (2010-)","001","World","5171","Tourist consumption","S2645","Spices, Other","2011","2011","1000 t","54","E","Estimated value",""
"FBS","Food Balances (2010-)","001","World","5170","Residuals","S2645","Spices, Other","2011","2011","1000 t","-26","E","Estimated value",""
"FBS","Food Balances (2010-)","001","World","5142","Food","S2645","Spices, Other","2011","2011","1000 t","5780","E","Estimated value",""
"FBS","Food Balances (2010-)","001","World","645","Food supply quantity (kg/capita/yr)","S2645","Spices, Other","2011","2011","kg/cap","0.83","E","Estimated value",""
"FBS","Food Balances (2010-)","001","World","664","Food supply (kcal/capita/day)","S2645","Spices, Other","2011","2011","kcal/cap/d","5.95","E","Estimated value",""
"FBS","Food Balances (2010-)","001","World","661","Food supply (kcal)","S2645","Spices, Other","2011","2011","million Kcal","15198438.5","E","Estimated value",""
"FBS","Food Balances (2010-)","001","World","674","Protein supply quantity (g/capita/day)","S2645","Spices, Other","2011","2011","g/cap/d","0.21","E","Estimated value",""
"FBS","Food Balances (2010-)","001","World","671","Protein supply quantity (t)","S2645","Spices, Other","2011","2011","t","529260.12","E","Estimated value",""
"FBS","Food Balances (2010-)","001","World","684","Fat supply quantity (g/capita/day)","S2645","Spices, Other","2011","2011","g/cap/d","0.17","E","Estimated value",""
"FBS","Food Balances (2010-)","001","World","681","Fat supply quantity (t)","S2645","Spices, Other","2011","2011","t","427533.69","E","Estimated value",""
"FBS","Food Balances (2010-)","001","World","5511","Production","S2645","Spices, Other","2012","2012","1000 t","6341","E","Estimated value",""
"FBS","Food Balances (2010-)","001","World","5611","Import quantity","S2645","Spices, Other","2012","2012","1000 t","1521","E","Estimated value",""
"FBS","Food Balances (2010-)","001","World","5072","Stock Variation","S2645","Spices, Other","2012","2012","1000 t","129","E","Estimated value",""
"FBS","Food Balances (2010-)","001","World","5911","Export quantity","S2645","Spices, Other","2012","2012","1000 t","1616","E","Estimated value",""
"FBS","Food Balances (2010-)","001","World","5301","Domestic supply quantity","S2645","Spices, Other","2012","2012","1000 t","6116","E","Estimated value",""
"FBS","Food Balances (2010-)","001","World","5527","Seed","S2645","Spices, Other","2012","2012","1000 t","0","E","Estimated value",""
"FBS","Food Balances (2010-)","001","World","5123","Losses","S2645","Spices, Other","2012","2012","1000 t","358","E","Estimated value",""
"FBS","Food Balances (2010-)","001","World","5154","Other uses (non-food)","S2645","Spices, Other","2012","2012","1000 t","131","E","Estimated value",""
"FBS","Food Balances (2010-)","001","World","5171","Tourist consumption","S2645","Spices, Other","2012","2012","1000 t","51","E","Estimated value",""
"FBS","Food Balances (2010-)","001","World","5170","Residuals","S2645","Spices, Other","2012","2012","1000 t","-42","E","Estimated value",""
"FBS","Food Balances (2010-)","001","World","5142","Food","S2645","Spices, Other","2012","2012","1000 t","5618","E","Estimated value",""
"FBS","Food Balances (2010-)","001","World","645","Food supply quantity (kg/capita/yr)","S2645","Spices, Other","2012","2012","kg/cap","0.79","E","Estimated value",""
"FBS","Food Balances (2010-)","001","World","664","Food supply (kcal/capita/day)","S2645","Spices, Other","2012","2012","kcal/cap/d","5.67","E","Estimated value",""
"FBS","Food Balances (2010-)","001","World","661","Food supply (kcal)","S2645","Spices, Other","2012","2012","million Kcal","14738917.8","E","Estimated value",""
"FBS","Food Balances (2010-)","001","World","674","Protein supply quantity (g/capita/day)","S2645","Spices, Other","2012","2012","g/cap/d","0.2","E","Estimated value",""
"FBS","Food Balances (2010-)","001","World","671","Protein supply quantity (t)","S2645","Spices, Other","2012","2012","t","512212.97","E","Estimated value",""
"FBS","Food Balances (2010-)","001","World","684","Fat supply quantity (g/capita/day)","S2645","Spices, Other","2012","2012","g/cap/d","0.16","E","Estimated value",""
"FBS","Food Balances (2010-)","001","World","681","Fat supply quantity (t)","S2645","Spices, Other","2012","2012","t","418442.6","E","Estimated value",""
"FBS","Food Balances (2010-)","001","World","5511","Production","S2645","Spices, Other","2013","2013","1000 t","6479","E","Estimated value",""
"FBS","Food Balances (2010-)","001","World","5611","Import quantity","S2645","Spices, Other","2013","2013","1000 t","1582","E","Estimated value",""
"FBS","Food Balances (2010-)","001","World","5072","Stock Variation","S2645","Spices, Other","2013","2013","1000 t","-53","E","Estimated value",""
"FBS","Food Balances (2010-)","001","World","5911","Export quantity","S2645","Spices, Other","2013","2013","1000 t","1704","E","Estimated value",""
"FBS","Food Balances (2010-)","001","World","5301","Domestic supply quantity","S2645","Spices, Other","2013","2013","1000 t","6410","E","Estimated value",""
"FBS","Food Balances (2010-)","001","World","5527","Seed","S2645","Spices, Other","2013","2013","1000 t","0","E","Estimated value",""
"FBS","Food Balances (2010-)","001","World","5123","Losses","S2645","Spices, Other","2013","2013","1000 t","371","E","Estimated value",""
"FBS","Food Balances (2010-)","001","World","5154","Other uses (non-food)","S2645","Spices, Other","2013","2013","1000 t","131","E","Estimated value",""
"FBS","Food Balances (2010-)","001","World","5171","Tourist consumption","S2645","Spices, Other","2013","2013","1000 t","50","E","Estimated value",""
"FBS","Food Balances (2010-)","001","World","5170","Residuals","S2645","Spices, Other","2013","2013","1000 t","-67","E","Estimated value",""
"FBS","Food Balances (2010-)","001","World","5142","Food","S2645","Spices, Other","2013","2013","1000 t","5925","E","Estimated value",""
"FBS","Food Balances (2010-)","001","World","645","Food supply quantity (kg/capita/yr)","S2645","Spices, Other","2013","2013","kg/cap","0.82","E","Estimated value",""
"FBS","Food Balances (2010-)","001","World","664","Food supply (kcal/capita/day)","S2645","Spices, Other","2013","2013","kcal/cap/d","5.92","E","Estimated value",""
"FBS","Food Balances (2010-)","001","World","661","Food supply (kcal)","S2645","Spices, Other","2013","2013","million Kcal","15566523.02","E","Estimated value",""
"FBS","Food Balances (2010-)","001","World","674","Protein supply quantity (g/capita/day)","S2645","Spices, Other","2013","2013","g/cap/d","0.21","E","Estimated value",""
"FBS","Food Balances (2010-)","001","World","671","Protein supply quantity (t)","S2645","Spices, Other","2013","2013","t","541732.61","E","Estimated value",""
"FBS","Food Balances (2010-)","001","World","684","Fat supply quantity (g/capita/day)","S2645","Spices, Other","2013","2013","g/cap/d","0.17","E","Estimated value",""
"FBS","Food Balances (2010-)","001","World","681","Fat supply quantity (t)","S2645","Spices, Other","2013","2013","t","441697.9","E","Estimated value",""
"FBS","Food Balances (2010-)","001","World","5511","Production","S2645","Spices, Other","2014","2014","1000 t","6424","E","Estimated value",""
"FBS","Food Balances (2010-)","001","World","5611","Import quantity","S2645","Spices, Other","2014","2014","1000 t","1571","E","Estimated value",""
"FBS","Food Balances (2010-)","001","World","5072","Stock Variation","S2645","Spices, Other","2014","2014","1000 t","456","E","Estimated value",""
"FBS","Food Balances (2010-)","001","World","5911","Export quantity","S2645","Spices, Other","2014","2014","1000 t","1672","E","Estimated value",""
"FBS","Food Balances (2010-)","001","World","5301","Domestic supply quantity","S2645","Spices, Other","2014","2014","1000 t","5867","E","Estimated value",""
"FBS","Food Balances (2010-)","001","World","5527","Seed","S2645","Spices, Other","2014","2014","1000 t","0","E","Estimated value",""
"FBS","Food Balances (2010-)","001","World","5123","Losses","S2645","Spices, Other","2014","2014","1000 t","364","E","Estimated value",""
"FBS","Food Balances (2010-)","001","World","5154","Other uses (non-food)","S2645","Spices, Other","2014","2014","1000 t","162","E","Estimated value",""
"FBS","Food Balances (2010-)","001","World","5171","Tourist consumption","S2645","Spices, Other","2014","2014","1000 t","43","E","Estimated value",""
"FBS","Food Balances (2010-)","001","World","5170","Residuals","S2645","Spices, Other","2014","2014","1000 t","-61","E","Estimated value",""
"FBS","Food Balances (2010-)","001","World","5142","Food","S2645","Spices, Other","2014","2014","1000 t","5358","E","Estimated value",""
"FBS","Food Balances (2010-)","001","World","645","Food supply quantity (kg/capita/yr)","S2645","Spices, Other","2014","2014","kg/cap","0.73","E","Estimated value",""
"FBS","Food Balances (2010-)","001","World","664","Food supply (kcal/capita/day)","S2645","Spices, Other","2014","2014","kcal/cap/d","5.38","E","Estimated value",""
"FBS","Food Balances (2010-)","001","World","661","Food supply (kcal)","S2645","Spices, Other","2014","2014","million Kcal","14331432.24","E","Estimated value",""
"FBS","Food Balances (2010-)","001","World","674","Protein supply quantity (g/capita/day)","S2645","Spices, Other","2014","2014","g/cap/d","0.19","E","Estimated value",""
"FBS","Food Balances (2010-)","001","World","671","Protein supply quantity (t)","S2645","Spices, Other","2014","2014","t","500869.56","E","Estimated value",""
"FBS","Food Balances (2010-)","001","World","684","Fat supply quantity (g/capita/day)","S2645","Spices, Other","2014","2014","g/cap/d","0.15","E","Estimated value",""
"FBS","Food Balances (2010-)","001","World","681","Fat supply quantity (t)","S2645","Spices, Other","2014","2014","t","399964.72","E","Estimated value",""
"FBS","Food Balances (2010-)","001","World","5511","Production","S2645","Spices, Other","2015","2015","1000 t","6703","E","Estimated value",""
"FBS","Food Balances (2010-)","001","World","5611","Import quantity","S2645","Spices, Other","2015","2015","1000 t","1772","E","Estimated value",""
"FBS","Food Balances (2010-)","001","World","5072","Stock Variation","S2645","Spices, Other","2015","2015","1000 t","885","E","Estimated value",""
"FBS","Food Balances (2010-)","001","World","5911","Export quantity","S2645","Spices, Other","2015","2015","1000 t","1827","E","Estimated value",""
"FBS","Food Balances (2010-)","001","World","5301","Domestic supply quantity","S2645","Spices, Other","2015","2015","1000 t","5763","E","Estimated value",""
"FBS","Food Balances (2010-)","001","World","5527","Seed","S2645","Spices, Other","2015","2015","1000 t","0","E","Estimated value",""
"FBS","Food Balances (2010-)","001","World","5123","Losses","S2645","Spices, Other","2015","2015","1000 t","400","E","Estimated value",""
"FBS","Food Balances (2010-)","001","World","5154","Other uses (non-food)","S2645","Spices, Other","2015","2015","1000 t","139","E","Estimated value",""
"FBS","Food Balances (2010-)","001","World","5171","Tourist consumption","S2645","Spices, Other","2015","2015","1000 t","44","E","Estimated value",""
"FBS","Food Balances (2010-)","001","World","5170","Residuals","S2645","Spices, Other","2015","2015","1000 t","-90","E","Estimated value",""
"FBS","Food Balances (2010-)","001","World","5142","Food","S2645","Spices, Other","2015","2015","1000 t","5269","E","Estimated value",""
"FBS","Food Balances (2010-)","001","World","645","Food supply quantity (kg/capita/yr)","S2645","Spices, Other","2015","2015","kg/cap","0.71","E","Estimated value",""
"FBS","Food Balances (2010-)","001","World","664","Food supply (kcal/capita/day)","S2645","Spices, Other","2015","2015","kcal/cap/d","5.12","E","Estimated value",""
"FBS","Food Balances (2010-)","001","World","661","Food supply (kcal)","S2645","Spices, Other","2015","2015","million Kcal","13811294.31","E","Estimated value",""
"FBS","Food Balances (2010-)","001","World","674","Protein supply quantity (g/capita/day)","S2645","Spices, Other","2015","2015","g/cap/d","0.18","E","Estimated value",""
"FBS","Food Balances (2010-)","001","World","671","Protein supply quantity (t)","S2645","Spices, Other","2015","2015","t","478515.38","E","Estimated value",""
"FBS","Food Balances (2010-)","001","World","684","Fat supply quantity (g/capita/day)","S2645","Spices, Other","2015","2015","g/cap/d","0.14","E","Estimated value",""
"FBS","Food Balances (2010-)","001","World","681","Fat supply quantity (t)","S2645","Spices, Other","2015","2015","t","383842.99","E","Estimated value",""
"FBS","Food Balances (2010-)","001","World","5511","Production","S2645","Spices, Other","2016","2016","1000 t","7994","E","Estimated value",""
"FBS","Food Balances (2010-)","001","World","5611","Import quantity","S2645","Spices, Other","2016","2016","1000 t","1927","E","Estimated value",""
"FBS","Food Balances (2010-)","001","World","5072","Stock Variation","S2645","Spices, Other","2016","2016","1000 t","1429","E","Estimated value",""
"FBS","Food Balances (2010-)","001","World","5911","Export quantity","S2645","Spices, Other","2016","2016","1000 t","1995","E","Estimated value",""
"FBS","Food Balances (2010-)","001","World","5301","Domestic supply quantity","S2645","Spices, Other","2016","2016","1000 t","6497","E","Estimated value",""
"FBS","Food Balances (2010-)","001","World","5527","Seed","S2645","Spices, Other","2016","2016","1000 t","0","E","Estimated value",""
"FBS","Food Balances (2010-)","001","World","5123","Losses","S2645","Spices, Other","2016","2016","1000 t","482","E","Estimated value",""
"FBS","Food Balances (2010-)","001","World","5154","Other uses (non-food)","S2645","Spices, Other","2016","2016","1000 t","182","E","Estimated value",""
"FBS","Food Balances (2010-)","001","World","5171","Tourist consumption","S2645","Spices, Other","2016","2016","1000 t","48","E","Estimated value",""
"FBS","Food Balances (2010-)","001","World","5170","Residuals","S2645","Spices, Other","2016","2016","1000 t","-77","E","Estimated value",""
"FBS","Food Balances (2010-)","001","World","5142","Food","S2645","Spices, Other","2016","2016","1000 t","5863","E","Estimated value",""
"FBS","Food Balances (2010-)","001","World","645","Food supply quantity (kg/capita/yr)","S2645","Spices, Other","2016","2016","kg/cap","0.78","E","Estimated value",""
"FBS","Food Balances (2010-)","001","World","664","Food supply (kcal/capita/day)","S2645","Spices, Other","2016","2016","kcal/cap/d","5.63","E","Estimated value",""
"FBS","Food Balances (2010-)","001","World","661","Food supply (kcal)","S2645","Spices, Other","2016","2016","million Kcal","15352722.53","E","Estimated value",""
"FBS","Food Balances (2010-)","001","World","674","Protein supply quantity (g/capita/day)","S2645","Spices, Other","2016","2016","g/cap/d","0.19","E","Estimated value",""
"FBS","Food Balances (2010-)","001","World","671","Protein supply quantity (t)","S2645","Spices, Other","2016","2016","t","531666.58","E","Estimated value",""
"FBS","Food Balances (2010-)","001","World","684","Fat supply quantity (g/capita/day)","S2645","Spices, Other","2016","2016","g/cap/d","0.16","E","Estimated value",""
"FBS","Food Balances (2010-)","001","World","681","Fat supply quantity (t)","S2645","Spices, Other","2016","2016","t","424712.41","E","Estimated value",""
"FBS","Food Balances (2010-)","001","World","5511","Production","S2645","Spices, Other","2017","2017","1000 t","8988","E","Estimated value",""
"FBS","Food Balances (2010-)","001","World","5611","Import quantity","S2645","Spices, Other","2017","2017","1000 t","1907","E","Estimated value",""
"FBS","Food Balances (2010-)","001","World","5072","Stock Variation","S2645","Spices, Other","2017","2017","1000 t","1880","E","Estimated value",""
"FBS","Food Balances (2010-)","001","World","5911","Export quantity","S2645","Spices, Other","2017","2017","1000 t","2038","E","Estimated value",""
"FBS","Food Balances (2010-)","001","World","5301","Domestic supply quantity","S2645","Spices, Other","2017","2017","1000 t","6977","E","Estimated value",""
"FBS","Food Balances (2010-)","001","World","5527","Seed","S2645","Spices, Other","2017","2017","1000 t","0","E","Estimated value",""
"FBS","Food Balances (2010-)","001","World","5123","Losses","S2645","Spices, Other","2017","2017","1000 t","501","E","Estimated value",""
"FBS","Food Balances (2010-)","001","World","5154","Other uses (non-food)","S2645","Spices, Other","2017","2017","1000 t","191","E","Estimated value",""
"FBS","Food Balances (2010-)","001","World","5171","Tourist consumption","S2645","Spices, Other","2017","2017","1000 t","55","E","Estimated value",""
"FBS","Food Balances (2010-)","001","World","5170","Residuals","S2645","Spices, Other","2017","2017","1000 t","-83","E","Estimated value",""
"FBS","Food Balances (2010-)","001","World","5142","Food","S2645","Spices, Other","2017","2017","1000 t","6313","E","Estimated value",""
"FBS","Food Balances (2010-)","001","World","645","Food supply quantity (kg/capita/yr)","S2645","Spices, Other","2017","2017","kg/cap","0.84","E","Estimated value",""
"FBS","Food Balances (2010-)","001","World","664","Food supply (kcal/capita/day)","S2645","Spices, Other","2017","2017","kcal/cap/d","6.16","E","Estimated value",""
"FBS","Food Balances (2010-)","001","World","661","Food supply (kcal)","S2645","Spices, Other","2017","2017","million Kcal","16993252.72","E","Estimated value",""
"FBS","Food Balances (2010-)","001","World","674","Protein supply quantity (g/capita/day)","S2645","Spices, Other","2017","2017","g/cap/d","0.22","E","Estimated value",""
"FBS","Food Balances (2010-)","001","World","671","Protein supply quantity (t)","S2645","Spices, Other","2017","2017","t","600817.71","E","Estimated value",""
"FBS","Food Balances (2010-)","001","World","684","Fat supply quantity (g/capita/day)","S2645","Spices, Other","2017","2017","g/cap/d","0.18","E","Estimated value",""
"FBS","Food Balances (2010-)","001","World","681","Fat supply quantity (t)","S2645","Spices, Other","2017","2017","t","497981.55","E","Estimated value",""
"FBS","Food Balances (2010-)","001","World","5511","Production","S2645","Spices, Other","2018","2018","1000 t","9421","E","Estimated value",""
"FBS","Food Balances (2010-)","001","World","5611","Import quantity","S2645","Spices, Other","2018","2018","1000 t","1971","E","Estimated value",""
"FBS","Food Balances (2010-)","001","World","5072","Stock Variation","S2645","Spices, Other","2018","2018","1000 t","1908","E","Estimated value",""
"FBS","Food Balances (2010-)","001","World","5911","Export quantity","S2645","Spices, Other","2018","2018","1000 t","2120","E","Estimated value",""
"FBS","Food Balances (2010-)","001","World","5301","Domestic supply quantity","S2645","Spices, Other","2018","2018","1000 t","7363","E","Estimated value",""
"FBS","Food Balances (2010-)","001","World","5527","Seed","S2645","Spices, Other","2018","2018","1000 t","0","E","Estimated value",""
"FBS","Food Balances (2010-)","001","World","5123","Losses","S2645","Spices, Other","2018","2018","1000 t","525","E","Estimated value",""
"FBS","Food Balances (2010-)","001","World","5154","Other uses (non-food)","S2645","Spices, Other","2018","2018","1000 t","204","E","Estimated value",""
"FBS","Food Balances (2010-)","001","World","5171","Tourist consumption","S2645","Spices, Other","2018","2018","1000 t","35","E","Estimated value",""
"FBS","Food Balances (2010-)","001","World","5170","Residuals","S2645","Spices, Other","2018","2018","1000 t","-124","E","Estimated value",""
"FBS","Food Balances (2010-)","001","World","5142","Food","S2645","Spices, Other","2018","2018","1000 t","6724","E","Estimated value",""
"FBS","Food Balances (2010-)","001","World","645","Food supply quantity (kg/capita/yr)","S2645","Spices, Other","2018","2018","kg/cap","0.88","E","Estimated value",""
"FBS","Food Balances (2010-)","001","World","664","Food supply (kcal/capita/day)","S2645","Spices, Other","2018","2018","kcal/cap/d","6.26","E","Estimated value",""
"FBS","Food Balances (2010-)","001","World","661","Food supply (kcal)","S2645","Spices, Other","2018","2018","million Kcal","17466922","E","Estimated value",""
"FBS","Food Balances (2010-)","001","World","674","Protein supply quantity (g/capita/day)","S2645","Spices, Other","2018","2018","g/cap/d","0.22","E","Estimated value",""
"FBS","Food Balances (2010-)","001","World","671","Protein supply quantity (t)","S2645","Spices, Other","2018","2018","t","605573.99","E","Estimated value",""
"FBS","Food Balances (2010-)","001","World","684","Fat supply quantity (g/capita/day)","S2645","Spices, Other","2018","2018","g/cap/d","0.18","E","Estimated value",""
"FBS","Food Balances (2010-)","001","World","681","Fat supply quantity (t)","S2645","Spices, Other","2018","2018","t","497571.61","E","Estimated value",""
"FBS","Food Balances (2010-)","001","World","5511","Production","S2645","Spices, Other","2019","2019","1000 t","9336","E","Estimated value",""
"FBS","Food Balances (2010-)","001","World","5611","Import quantity","S2645","Spices, Other","2019","2019","1000 t","2233","E","Estimated value",""
"FBS","Food Balances (2010-)","001","World","5072","Stock Variation","S2645","Spices, Other","2019","2019","1000 t","738","E","Estimated value",""
"FBS","Food Balances (2010-)","001","World","5911","Export quantity","S2645","Spices, Other","2019","2019","1000 t","2305","E","Estimated value",""
"FBS","Food Balances (2010-)","001","World","5301","Domestic supply quantity","S2645","Spices, Other","2019","2019","1000 t","8526","E","Estimated value",""
